customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_flag,Prediction,Probability,Risk_Level,Actual_Churn,Estimated_CLV,Revenue_Risk,Retention_Cost,Expected_Revenue_Saved
7803-XOCCZ,Female,False,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05000305175781,4326.7998046875,No,0,0,0.1971,Very Low,0,4370.600158691406,861.4452912780762,215.36132281951905,646.0839684585571
5736-YEJAX,Male,False,No,Yes,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.44999694824219,5502.5498046875,No,0,0,0.0239,Very Low,0,5482.049789428711,131.0209899673462,32.75524749183655,98.26574247550965
5609-CEBID,Female,True,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.0999984741211,1782.4000244140625,Yes,1,1,0.6512,High,1,1881.9999694824219,1225.5583801269531,306.3895950317383,919.1687850952148
8981-FJGLA,Male,False,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,851.7999877929688,No,0,1,0.5433,Medium,0,858.0,466.1514,116.53785,349.61355000000003
7218-HKQFK,Male,False,Yes,No,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,94.1999969482422,167.5,Yes,1,1,0.7413,High,1,188.3999938964844,139.66091547546387,34.91522886886597,104.7456866065979
4636-QRJKY,Female,False,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.5,502.8500061035156,Yes,1,1,0.631,High,1,483.0,304.773,76.19325,228.57975000000002
1135-LMECX,Female,False,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.850000381469727,19.850000381469727,No,0,0,0.2698,Low,0,19.850000381469727,5.3555301029205316,1.3388825257301329,4.016647577190398
4332-MUOEZ,Male,True,Yes,Yes,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.3000030517578,1818.300048828125,No,0,0,0.1597,Very Low,0,1886.000061035156,301.19420974731446,75.29855243682861,225.89565731048583
8535-SFUTN,Male,False,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4499969482422,6300.14990234375,No,0,1,0.5221,Medium,0,6493.449813842774,3390.2301478073127,847.5575369518282,2542.6726108554844
5956-VKDTT,Female,True,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3499984741211,334.79998779296875,Yes,1,1,0.7346,High,1,371.74999237060547,273.0875443954468,68.2718860988617,204.8156582965851
8677-HDZEE,Female,False,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.4499969482422,5916.9501953125,No,0,0,0.4249,Medium,0,5905.199829101563,2509.1194073852544,627.2798518463136,1881.8395555389407
2475-MROZF,Male,False,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.0,2852.39990234375,No,0,0,0.2928,Low,0,2850.0,834.48,208.62,625.86
9412-GHEEC,Male,False,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.8000030517578,4131.9501953125,Yes,1,0,0.3991,Low,1,4192.000122070312,1673.0272487182615,418.2568121795654,1254.7704365386962
3482-ABPKK,Female,False,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.29999923706055,1546.300048828125,No,0,0,0.0393,Very Low,0,1520.3999786376953,59.75171916046143,14.937929790115357,44.81378937034607
6705-LXORM,Female,True,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05000305175781,302.6000061035156,No,0,1,0.5884,Medium,0,350.25001525878906,206.0871089782715,51.52177724456787,154.5653317337036
0257-ZESQC,Female,True,Yes,No,27,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.19999694824219,1929.3499755859373,Yes,1,0,0.2754,Low,1,2030.399917602539,559.1721373077393,139.79303432693482,419.3791029808044
7531-GQHME,Male,False,No,No,12,Yes,No,No,,,,,,,Month-to-month,No,Credit card (automatic),20.049999237060547,265.45001220703125,No,0,0,0.0845,Very Low,0,240.59999084472656,20.330699226379394,5.082674806594849,15.248024419784546
5174-ITUMV,Male,False,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4000015258789,6989.4501953125,No,0,0,0.3237,Low,0,7061.800102233887,2285.904693093109,571.4761732732773,1714.4285198198318
4109-CYRBD,Male,True,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.59999847412109,1442.0,No,0,0,0.2156,Low,0,1496.3999557495115,322.62383045959467,80.65595761489867,241.967872844696
0913-XWSCN,Male,False,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.39990234375,No,0,0,0.2834,Low,0,4702.5,1332.6885,333.172125,999.5163749999999
6825-UYPFK,Female,False,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),75.5999984741211,1758.5999755859375,Yes,1,0,0.2844,Low,1,1738.7999649047852,494.5147100189209,123.62867750473022,370.8860325141907
8397-MVTAZ,Male,False,Yes,No,34,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.0500030517578,3480.0,Yes,1,1,0.5862,Medium,1,3401.700103759765,1994.0766008239746,498.51915020599364,1495.557450617981
0750-EBAIU,Male,False,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.2998046875,No,0,0,0.1025,Very Low,0,4745.0,486.36249999999995,121.59062499999999,364.77187499999997
8606-CIQUL,Male,True,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8399.150390625,No,0,0,0.0431,Very Low,0,8334.0,359.1954,89.79885,269.39655
3571-DPYUH,Male,False,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.6999969482422,5430.35009765625,No,0,0,0.1501,Very Low,0,5492.599822998048,824.4392334320071,206.10980835800177,618.3294250740053
7601-GNDYK,Male,False,Yes,Yes,35,Yes,No,No,,,,,,,Two year,No,Mailed check,19.600000381469727,686.9500122070312,No,0,0,0.0173,Very Low,0,686.0000133514404,11.867800230979919,2.9669500577449797,8.90085017323494
0356-OBMAC,Female,True,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9000015258789,5706.2998046875,No,0,0,0.0939,Very Low,0,5594.400085449219,525.3141680236816,131.3285420059204,393.9856260177612
8067-NIOYM,Female,False,Yes,Yes,24,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),21.100000381469727,490.6499938964844,No,0,0,0.023,Very Low,0,506.40000915527344,11.647200210571288,2.911800052642822,8.735400157928467
1403-GYAFU,Male,False,Yes,Yes,70,Yes,No,No,,,,,,,Two year,No,Credit card (automatic),20.049999237060547,1360.25,No,0,0,0.0165,Very Low,0,1403.4999465942383,23.157749118804933,5.789437279701233,17.3683118391037
4234-XTNEA,Male,False,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.94999694824219,174.4499969482422,No,0,1,0.7446,High,0,159.89999389648438,119.06153545532227,29.765383863830568,89.29615159149171
1297-VQDRP,Male,True,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.1500015258789,7379.7998046875,No,0,0,0.2051,Low,0,7286.200103759766,1494.399641281128,373.599910320282,1120.7997309608459
9282-IZGQK,Female,False,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.0,85.0,Yes,1,1,0.8512,Critical,1,85.0,72.35199999999999,18.087999999999997,54.263999999999996
5348-CAGXB,Male,False,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55000305175781,1021.75,No,0,1,0.677,High,0,1074.6000366210938,727.5042247924805,181.87605619812012,545.6281685943604
0621-HJWXJ,Female,False,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55000305175781,5029.0498046875,No,0,0,0.2666,Low,0,5137.650192260742,1369.697541256714,342.4243853141785,1027.2731559425356
5844-QVTAT,Female,False,Yes,Yes,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45000076293945,1955.4000244140625,No,0,0,0.0521,Very Low,0,1928.850025177002,100.4930863117218,25.12327157793045,75.36981473379134
8905-IAZPF,Female,False,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.6500015258789,6744.2001953125,No,0,0,0.1882,Very Low,0,6599.8501052856445,1242.0917898147584,310.5229474536896,931.5688423610688
5394-MEITZ,Female,False,Yes,Yes,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.5999984741211,4946.7001953125,No,0,0,0.0323,Very Low,0,4835.999908447266,156.2027970428467,39.050699260711674,117.15209778213503
6859-QNXIQ,Female,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.0999984741211,8248.5,No,0,0,0.0444,Very Low,0,8143.199890136719,361.5580751220703,90.38951878051758,271.16855634155274
2782-LFZVW,Female,False,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95000076293945,601.5999755859375,No,0,0,0.2719,Low,0,648.450008392334,176.3135572818756,44.0783893204689,132.23516796140672
2866-IKBTM,Female,False,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.549999237060547,19.549999237060547,No,0,0,0.2635,Low,0,19.549999237060547,5.151424798965454,1.2878561997413636,3.8635685992240907
1342-JPNKI,Male,False,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),86.05000305175781,834.0999755859375,Yes,1,1,0.6148,High,1,860.5000305175781,529.0354187622071,132.25885469055177,396.77656407165534
2817-NTQDO,Male,False,No,No,13,No,,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),45.54999923706055,597.0,Yes,1,0,0.2086,Low,1,592.1499900817871,123.5224879310608,30.8806219827652,92.64186594829559
7129-AZJDE,Male,False,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.94999694824219,2647.199951171875,No,0,0,0.133,Very Low,0,2684.2998962402344,357.01188619995116,89.25297154998779,267.75891464996334
6986-IJDHX,Male,False,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.30000305175781,3266.0,Yes,1,0,0.3183,Low,1,3365.7001190185547,1071.302347883606,267.8255869709015,803.4767609127045
2560-PPCHE,Female,False,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.0500030517578,6744.25,No,0,0,0.2023,Low,0,6828.250198364257,1381.3550151290892,345.3387537822723,1036.016261346817
4676-MQUEA,Male,True,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9000015258789,5265.5,No,0,0,0.1577,Very Low,0,5095.000076293945,803.4815120315552,200.8703780078888,602.6111340236664
8138-EALND,Male,False,No,No,15,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.75,311.6000061035156,No,0,0,0.0782,Very Low,0,296.25,23.16675,5.7916875,17.3750625
3580-HYCSP,Male,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3000030517578,7966.89990234375,No,0,0,0.0536,Very Low,0,7941.600219726562,425.6697717773437,106.41744294433593,319.2523288330078
1352-HNSAW,Female,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.5999984741211,8220.400390625,No,0,0,0.0444,Very Low,0,8323.199890136719,369.5500751220703,92.38751878051758,277.1625563415528
2075-PUEPR,Male,False,Yes,Yes,55,Yes,No,No,,,,,,,Two year,No,Bank transfer (automatic),19.350000381469727,1153.25,No,0,0,0.0175,Very Low,0,1064.250020980835,18.624375367164614,4.6560938417911535,13.96828152537346
1982-FEBTD,Female,False,Yes,Yes,23,Yes,Yes,No,,,,,,,Two year,Yes,Credit card (automatic),25.600000381469727,514.75,No,0,0,0.0247,Very Low,0,588.8000087738037,14.543360216712951,3.635840054178238,10.907520162534713
5301-GAUUY,Male,False,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.3499984741211,2596.14990234375,Yes,1,0,0.3163,Low,1,2571.199951171875,813.2705445556642,203.31763613891604,609.9529084167482
5791-KAJFD,Female,False,Yes,Yes,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,No,0,0,0.0633,Very Low,0,3850.0,243.70499999999998,60.926249999999996,182.77875
2654-VBVPB,Female,False,No,No,1,Yes,No,No,,,,,,,Month-to-month,No,Bank transfer (automatic),19.89999961853028,19.89999961853028,No,0,0,0.2789,Low,0,19.89999961853028,5.550109893608095,1.3875274734020238,4.162582420206071
1154-HYWWO,Male,False,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.5999984741211,2708.199951171875,No,0,0,0.0385,Very Low,0,2682.7999420166016,103.28779776763916,25.82194944190979,77.46584832572937
2501-XWWTZ,Male,False,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.19999694824219,760.0499877929688,No,0,1,0.5062,Medium,0,772.1999664306641,390.88762300720214,97.72190575180053,293.1657172554016
3716-UVSPD,Male,False,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.29999923706055,49.29999923706055,No,0,1,0.5136,Medium,0,49.29999923706055,25.320479608154294,6.330119902038573,18.99035970611572
6815-ABQFQ,Male,False,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.2998046875,No,0,0,0.2774,Low,0,6006.0,1666.0644,416.5161,1249.5483
7343-EOBEU,Male,False,Yes,No,3,Yes,Yes,No,,,,,,,Month-to-month,Yes,Mailed check,23.600000381469727,89.05000305175781,No,0,0,0.1765,Very Low,0,70.80000114440918,12.49620020198822,3.124050050497055,9.372150151491166
3701-SFMUH,Male,False,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.69999694824219,516.1500244140625,No,0,0,0.2116,Low,0,487.8999786376953,103.23963547973634,25.809908869934084,77.42972660980226
6103-LIANB,Male,False,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,No,0,0,0.1365,Very Low,0,5870.5,801.32325,200.3308125,600.9924375
7319-VENRZ,Male,False,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.30000305175781,445.9500122070313,No,0,0,0.1978,Very Low,0,450.1000213623047,89.02978422546387,22.257446056365968,66.7723381690979
5846-NEQVZ,Male,False,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.8499984741211,4973.39990234375,No,0,0,0.0194,Very Low,0,5030.349891662598,97.5887878982544,24.3971969745636,73.1915909236908
6967-QIQRV,Male,False,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9000015258789,1667.25,No,0,0,0.2883,Low,0,1528.5000228881836,440.6665565986633,110.16663914966583,330.4999174489975
5781-RFZRP,Male,False,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,No,0,0,0.0157,Very Low,0,5218.5,81.93045,20.4826125,61.44783749999999
0939-YAPAF,Female,False,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.60009765625,Yes,1,1,0.5843,Medium,1,3508.75,2050.162625,512.54065625,1537.62196875
0308-IVGOK,Female,False,No,No,11,No,,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.400001525878906,422.6000061035156,No,0,0,0.1172,Very Low,0,444.40001678466797,52.08368196716309,13.020920491790772,39.06276147537231
7293-LSCDV,Female,False,Yes,Yes,60,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),19.25,1103.25,No,0,0,0.0219,Very Low,0,1155.0,25.2945,6.323625,18.970875
7025-WCBNE,Male,True,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.59999847412109,2754.0,No,0,0,0.0288,Very Low,0,2801.199928283691,80.6745579345703,20.168639483642576,60.50591845092772
5756-JYOJT,Female,False,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9000015258789,697.25,No,0,0,0.0903,Very Low,0,713.900016784668,64.46517151565553,16.11629287891388,48.348878636741645
4710-FDUIZ,Male,False,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3000030517578,5614.4501953125,Yes,1,0,0.1979,Very Low,1,5616.800170898437,1111.5647538208007,277.89118845520017,833.6735653656006
6030-REHUX,Female,True,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.8499984741211,3204.39990234375,No,0,1,0.533,Medium,0,3103.7999572753906,1654.3253772277833,413.5813443069458,1240.7440329208375
9548-LIGTA,Male,False,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05000305175781,4747.64990234375,No,0,0,0.026,Very Low,0,4944.050186157227,128.54530484008788,32.13632621002197,96.40897863006592
5150-LJNSR,Male,False,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.0500030517578,3082.10009765625,No,0,0,0.1497,Very Low,0,3039.5500946044917,455.0206491622924,113.7551622905731,341.2654868717193
8270-RKSAP,Male,False,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9000244140625,No,0,1,0.6164,High,0,634.5,391.1058,97.77645,293.32935
6522-YRBXD,Male,True,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.5500030517578,3365.39990234375,No,0,0,0.4539,Medium,0,3309.250106811523,1502.0686234817504,375.5171558704376,1126.5514676113128
2640-LYMOV,Male,False,No,No,2,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.64999961853028,38.79999923706055,No,0,0,0.1678,Very Low,0,39.29999923706056,6.594539871978762,1.6486349679946906,4.945904903984072
1218-VKFPE,Female,False,Yes,Yes,12,Yes,No,No,,,,,,,Month-to-month,No,Mailed check,19.0,233.5500030517578,Yes,1,0,0.0956,Very Low,1,228.0,21.7968,5.4492,16.3476
3627-FHKBK,Female,False,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.30000305175781,75.30000305175781,Yes,1,1,0.6169,High,1,75.30000305175781,46.45257188262939,11.613142970657348,34.83942891197204
2865-TCHJW,Female,True,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.19999694824219,346.20001220703125,Yes,1,1,0.7526,High,1,356.79998779296875,268.5276708129883,67.13191770324707,201.3957531097412
1423-BMPBQ,Female,False,Yes,Yes,1,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,19.0,19.0,No,0,0,0.3038,Low,0,19.0,5.772200000000001,1.4430500000000002,4.32915
2393-DIVAI,Female,False,No,No,3,Yes,No,No,,,,,,,Month-to-month,Yes,Mailed check,20.0,61.70000076293945,No,0,0,0.1574,Very Low,0,60.0,9.444,2.361,7.083
5192-EBGOV,Female,True,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.69999694824219,85.69999694824219,Yes,1,1,0.8781,Critical,1,85.69999694824219,75.25316732025146,18.813291830062866,56.4398754901886
4568-KNYWR,Male,False,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.449951171875,No,0,0,0.0276,Very Low,0,3289.0,90.7764,22.6941,68.0823
8752-IMQOS,Male,False,Yes,Yes,5,Yes,No,No,,,,,,,One year,No,Mailed check,20.100000381469727,85.0999984741211,No,0,0,0.0512,Very Low,0,100.50000190734863,5.14560009765625,1.2864000244140625,3.859200073242188
0742-LAFQK,Male,False,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.1500015258789,7422.10009765625,No,0,0,0.088,Very Low,0,7138.800109863281,628.2144096679688,157.0536024169922,471.1608072509766
0795-LAFGP,Male,False,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4000015258789,6668.0498046875,No,0,0,0.0237,Very Low,0,6418.400108337402,152.11608256759644,38.02902064189911,114.08706192569733
0619-OLYUR,Male,False,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9000015258789,8071.0498046875,No,0,0,0.0508,Very Low,0,8056.800109863281,409.28544558105466,102.32136139526366,306.96408418579097
5512-IDZEI,Male,False,Yes,Yes,46,Yes,Yes,No,,,,,,,One year,No,Electronic check,24.89999961853028,1174.800048828125,No,0,0,0.0498,Very Low,0,1145.3999824523928,57.04091912612916,14.26022978153229,42.78068934459687
0459-SPZHJ,Male,False,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435.0,No,0,0,0.0293,Very Low,0,5260.5,154.13265,38.5331625,115.59948750000001
0215-BQKGS,Male,False,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.30000305175781,2438.60009765625,No,0,0,0.2551,Low,0,2529.0000915527344,645.1479233551025,161.28698083877563,483.8609425163269
9244-ZVAPM,Male,False,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.59999847412109,45.59999847412109,No,0,0,0.4682,Medium,0,45.59999847412109,21.349919285583493,5.337479821395873,16.01243946418762
0719-SYFRB,Female,False,No,No,12,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.650001525878906,713.75,Yes,1,0,0.1775,Very Low,1,739.8000183105469,131.31450325012207,32.82862581253052,98.48587743759155
8208-EUMTE,Male,False,No,No,16,No,,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.84999847412109,916.1500244140624,No,0,0,0.0387,Very Low,0,877.5999755859374,33.963119055175774,8.490779763793944,25.47233929138183
5172-MIGPM,Male,False,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.55000305175781,237.1999969482422,No,0,0,0.2337,Low,0,262.20001220703125,61.2761428527832,15.3190357131958,45.9571071395874
1710-RCXUS,Male,False,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.3499984741211,4614.5498046875,No,0,0,0.1326,Very Low,0,4607.849922180176,611.0008996810913,152.7502249202728,458.25067476081847
0374-FIUCA,Male,False,Yes,No,65,Yes,No,No,,,,,,,Two year,Yes,Credit card (automatic),20.39999961853028,1414.449951171875,No,0,0,0.0204,Very Low,0,1325.9999752044682,27.050399494171153,6.762599873542788,20.287799620628363
5839-SUYVZ,Male,False,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55000305175781,1170.5,No,0,0,0.4288,Medium,0,1192.800048828125,511.4726609375,127.868165234375,383.604495703125
5173-ZXXXL,Male,False,No,No,2,Yes,No,No,,,,,,,One year,No,Mailed check,19.950000762939453,47.70000076293945,No,0,0,0.0609,Very Low,0,39.900001525878906,2.4299100929260256,0.6074775232315064,1.8224325696945192
1096-ADRUX,Female,False,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,No,0,0,0.0966,Very Low,0,4900.5,473.3883,118.347075,355.041225
2001-MCUUW,Male,False,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.6500015258789,4903.2001953125,No,0,0,0.1394,Very Low,0,4997.90007019043,696.7072697845459,174.17681744613648,522.5304523384094
2731-GJRDG,Female,False,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.5500030517578,3608.0,No,0,0,0.2131,Low,0,3505.6000976562495,747.0433808105469,186.76084520263672,560.2825356079102
4723-BEGSG,Male,False,Yes,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),86.6500015258789,6094.25,No,0,0,0.0201,Very Low,0,6238.800109863281,125.39988220825195,31.349970552062988,94.04991165618897
6516-NKQBO,Male,False,Yes,Yes,38,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.0,3084.89990234375,No,0,0,0.0289,Very Low,0,3078.0,88.9542,22.23855,66.71565
8672-OAUPW,Male,False,No,Yes,51,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),47.84999847412109,2356.75,No,0,0,0.0464,Very Low,0,2440.3499221801753,113.23223638916012,28.30805909729003,84.9241772918701
8207-DMRVL,Male,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),114.5500030517578,8306.0498046875,No,0,0,0.0397,Very Low,0,8247.60021972656,327.4297287231445,81.85743218078612,245.57229654235834
3419-SNJJD,Female,True,Yes,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.39990234375,Yes,1,0,0.3466,Low,1,6841.25,2371.17725,592.7943125,1778.3829375
